ProgramCode,Program,CourseCode,TitleEn,TitleFr,Instructors,Terms,Credits,Year,CourseURL,ProgramURL,Eligible
MA-IREM,Electromechanical Engineering,PROJ-H405,Project in Electromechanical Engineering,Project in Electromechanical Engineering,"Emanuele GARONE (Coordinator)
                              
                                    , 
                                    Aurélie BELLEMANS
                              
                                    , 
                                    Svend BRAM
                              
                                    , 
                                    Alain DELCHAMBRE
                              
                                    , 
                                    Johan GYSELINCK
                              
                                    , 
                                    Patrick HENDRICK
                              
                                    , 
                                    Pierre HENNEAUX
                              
                                    , 
                                    Joeri VAN MIERLO
                              
                                                                  
                                             and                                                  
                                        
                                    Bram VANDERBORGHT",first and second terms,5,,https://www.ulb.be/en/programme/proj-h405,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PROJ-H417,Projet coopération au développement / Development cooperation project,Projet coopération au développement / Development cooperation project,Antoine NONCLERCQ (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/proj-h417,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PROJ-H418,Hands-on learning: project manager (chef de projet),Hands-on learning: project manager (chef de projet),Péter BERKE (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/proj-h418,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PROJ-H420,Eco-marathon project,Eco-marathon project,"Patrick HENDRICK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Johan GYSELINCK",first and second terms,5,,https://www.ulb.be/en/programme/proj-h420,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,CNST-H421,Structural analysis and finite elements,Structural analysis and finite elements,"Péter BERKE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Ellen Roels",first term,5,,https://www.ulb.be/en/programme/cnst-h421,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H406,Composite structures,Composite structures,Patrick HENDRICK (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-h406,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H411,Mechanical Vibrations,Mechanical Vibrations,"Arnaud DERAEMAEKER (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Wout Weijtjens",first term,5,,https://www.ulb.be/en/programme/meca-h411,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H420,Piston Engines,Piston Engines,Axel COUSSEMENT (Coordinator),first term,3,,https://www.ulb.be/en/programme/meca-h420,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H407,Computational Modelling in Aerospace,Computational Modelling in Aerospace,Axel COUSSEMENT (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-h407,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H421,Aircraft Structures,Aircraft Structures,Simon BERGE (Coordinator),second term,4,,https://www.ulb.be/en/programme/meca-h421,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H423,"Aerospace Seminars : Sustainability, Space & Drones","Aerospace Seminars : Sustainability, Space & Drones",Thierry MAGIN (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-h423,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y402,Aerodynamics,Contenu du cours,Thierry MAGIN (Coordinator),first term,5,,https://www.ulb.be/en/programme/meca-y402,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H406,Electrical drives,Electrical drives,"Johan GYSELINCK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Omar HEGAZY",second term,5,,https://www.ulb.be/en/programme/elec-h406,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MATH-H407,Control system design,Control system design,Emanuele GARONE (Coordinator),first term,5,,https://www.ulb.be/en/programme/math-h407,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H402,Turbomachinery,Contenu du cours,Patrick HENDRICK (Coordinator),second term,5,,https://www.ulb.be/en/programme/meca-h402,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H409,Design methodology,Design methodology,Alain DELCHAMBRE (Coordinator),first term,5,,https://www.ulb.be/en/programme/meca-h409,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H419,Data-Driven Engineering,Data-Driven Engineering,"Alessandro PARENTE (Coordinator)
                              
                                    , 
                                    Axel COUSSEMENT
                              
                                    , 
                                    Emanuele GARONE
                              
                                    , 
                                    Omar HEGAZY
                              
                                    , 
                                    Miguel Mendez
                              
                                                                  
                                             and                                                  
                                        
                                    Alassane Ballé NDIAYE",second term,4,,https://www.ulb.be/en/programme/meca-h419,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y404,Fuel cells and batteries,Fuel cells and batteries,Maitane Berecibar (Coordinator),first term,4,,https://www.ulb.be/en/programme/meca-y404,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H413,Electric Power Systems I,Electric Power Systems I,"Pierre HENNEAUX (Coordinator)
                              
                                    , 
                                    Rafael Feito Kiczak
                              
                                                                  
                                             and                                                  
                                        
                                    Jonathan SPROOTEN",first term,5,,https://www.ulb.be/en/programme/elec-h413,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H419,Multi-Physics Modelling and Simulation,Multi-Physics Modelling and Simulation,Johan GYSELINCK (Coordinator),first term,4,,https://www.ulb.be/en/programme/elec-h419,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y401,Nuclear energy and reactors,Nuclear energy and reactors,Peter BAETEN (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-y401,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H417,Sustainable energy,Sustainable energy,"Michel HUART (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Maarten Messagie",first term,3,,https://www.ulb.be/en/programme/meca-h417,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H418,Heat transfer and combustion,Heat transfer and combustion,Alessandro PARENTE (Coordinator),second term,4,,https://www.ulb.be/en/programme/meca-h418,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y409,"Heating, ventilation and air conditioning","Heating, ventilation and air conditioning",Svend BRAM (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-y409,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H410,Real-time computer systems,Real-time computer systems,François QUITIN (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h410,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H516,Industrial Automation,Industrial Automation,Dragomir MILOJEVIC (Coordinator),first term,3,,https://www.ulb.be/en/programme/elec-h516,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H410,Robotics 1,Robotics 1,"Michael VANDAMME (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Michael Van Damme (Coordinator)",second term,5,,https://www.ulb.be/en/programme/meca-h410,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y403,Mechatronics 1,Mechatronics 1,Bram VANDERBORGHT (Coordinator),first term,5,,https://www.ulb.be/en/programme/meca-y403,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y410,Machine elements,Machine elements,"Patrick HENDRICK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Pablo Lopez Garcia",second term,5,,https://www.ulb.be/en/programme/meca-y410,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y405,Vehicle dynamics and kinematics,Vehicle dynamics and kinematics,Kristof HARRI (Coordinator),first term,4,,https://www.ulb.be/en/programme/elec-y405,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y502,Sustainable mobility and logistics,Sustainable mobility and logistics,"Philippe Lebeau (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Cathy MACHARIS",first term,3,,https://www.ulb.be/en/programme/elec-y502,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y510,Electric and Hybrid Vehicle Traction,Electric and Hybrid Vehicle Traction,Joeri VAN MIERLO (Coordinator),second term,4,,https://www.ulb.be/en/programme/elec-y510,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y406,Vehicle aerodynamics,Vehicle aerodynamics,Ghader GHORBANIASL (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-y406,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MEMO-H502,Master thesis in Electromechanical Engineering,Master thesis in Electromechanical Engineering,"Patrick HENDRICK (Coordinator)
                              
                                    , 
                                    Aurélie BELLEMANS
                              
                                    , 
                                    Svend BRAM
                              
                                    , 
                                    Alain DELCHAMBRE
                              
                                    , 
                                    Emanuele GARONE
                              
                                    , 
                                    Johan GYSELINCK
                              
                                    , 
                                    Pierre HENNEAUX
                              
                                    , 
                                    Joeri VAN MIERLO
                              
                                                                  
                                             and                                                  
                                        
                                    Bram VANDERBORGHT",academic year,24,,https://www.ulb.be/en/programme/memo-h502,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H422,Technology of the Aerospace Industry,Technology of the Aerospace Industry,Thierry MAGIN (Coordinator),first and second terms,3,,https://www.ulb.be/en/programme/meca-h422,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H506,Aircraft performance and stability,Aircraft performance and stability,Axel COUSSEMENT (Coordinator),first term,4,,https://www.ulb.be/en/programme/meca-h506,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H507,Aircraft propulsion,Aircraft propulsion,Patrick HENDRICK (Coordinator),first term,5,,https://www.ulb.be/en/programme/meca-h507,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H508,Aircraft conceptual design,Aircraft conceptual design,Patrick HENDRICK (Coordinator),second term,5,,https://www.ulb.be/en/programme/meca-h508,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H522,Applied Computational Fluid Dynamics,Applied Computational Fluid Dynamics,"Mark RUNACRES (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Aurélie BELLEMANS",first term,3,,https://www.ulb.be/en/programme/meca-h522,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y405,Damage testing in aeronautics,Damage testing in aeronautics,"Dieter De Baere (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Michaël Hinderdael",second term,3,,https://www.ulb.be/en/programme/meca-y405,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y408,Avionics,Contenu du cours,Paul Hopff (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-y408,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,CNST-H528,Advanced computational structural mechanics,Advanced computational structural mechanics,Thierry J. MASSART (Coordinator),first term,4,,https://www.ulb.be/en/programme/cnst-h528,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H509,Optimization-based Control Design,Optimization-based Control Design,Emanuele GARONE (Coordinator),first term,4,,https://www.ulb.be/en/programme/elec-h509,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-Y503,Technological Business Development Project - EUTOPIA Learning Unit,Technological Business Development Project - EUTOPIA Learning Unit,Thomas CRISPEELS (Coordinator),first and second terms,3,,https://www.ulb.be/en/programme/gest-y503,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MATH-H503,Model-Based and Data-Driven Fault Detection and Isolation,Model-Based and Data-Driven Fault Detection and Isolation,Michel KINNAERT (Coordinator),second term,4,,https://www.ulb.be/en/programme/math-h503,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H523,Helicopters,Crédits ECTS,,second term,3,,https://www.ulb.be/en/programme/meca-h523,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H534,Acoustics,Contenu du cours,Jean-Louis MIGEOT (Coordinator),first term,4,,https://www.ulb.be/en/programme/meca-h534,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y014,Aircraft systems,Aircraft systems,"Aurélie BELLEMANS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Tim DE TROYER",first term,4,,https://www.ulb.be/en/programme/meca-y014,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y500,Experimental fluid mechanics,Experimental fluid mechanics,"Jeroen VAN BEECK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Tim DE TROYER",second term,3,,https://www.ulb.be/en/programme/meca-y500,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y507,Wind Turbine Aerodynamics and Design,Wind Turbine Aerodynamics and Design,Mark RUNACRES (Coordinator),first term,4,,https://www.ulb.be/en/programme/meca-y507,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,STAG-H501,Internship (60 days),Internship (10 ECTS),Frédéric ROBERT (Coordinator),first term,10,,https://www.ulb.be/en/programme/stag-h501,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,STAG-H502,Internship (40 days),Internship (40 days),Lincy PYL (Coordinator),first term,6,,https://www.ulb.be/en/programme/stag-h502,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,BIME-G5505,Interfaculty and interdisciplinary program in Healthcare Innovation,Interfaculty and interdisciplinary program in Healthcare Innovation,Hilde STEVENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/bime-g5505,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,CHIM-H504,Engineering aspects of circular economy,Engineering aspects of circular economy,Prakash VENKATESAN (Coordinator),second term,5,,https://www.ulb.be/en/programme/chim-h504,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,EDUC-H601,Summer School,Summer School,Johan GYSELINCK (Coordinator),academic year,5,,https://www.ulb.be/en/programme/educ-h601,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y514,Sustainability : an interdisciplinary Approach,Sustainability : an interdisciplinary Approach,"Cathy MACHARIS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Waldo Galle",academic year,6,,https://www.ulb.be/en/programme/elec-y514,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ENVI-F405,Climat: sciences et politiques,Climat: sciences et politiques,"Julien VANDEBURIE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Frank PATTYN",second term,5,,https://www.ulb.be/en/programme/envi-f405,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ENVI-F452,Environmental impact analysis and management,Environmental impact analysis and management,Wouter ACHTEN (Coordinator),first term,5,,https://www.ulb.be/en/programme/envi-f452,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ENVI-F454,Energie: Société et environnement,Energie: Société et environnement,"Michel HUART (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Nadine MATTIELLI",first term,5,,https://www.ulb.be/en/programme/envi-f454,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-H501,Logistics Engineering and Management,Logistics Engineering and Management,Alassane Ballé NDIAYE (Coordinator),first term,5,,https://www.ulb.be/en/programme/gest-h501,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-H502,Supply Chain Performance Analytics,Supply Chain Performance Analytics,Alassane Ballé NDIAYE (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-h502,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-S101,Comptabilité financière,Comptabilité financière,"Sylvain Rousseau (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Maïka BERNAERTS",second term,5,,https://www.ulb.be/en/programme/gest-s101,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-S318,Introduction to theoretical finance,Introduction to theoretical finance,Laurent GHEERAERT (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s318,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-S421,Entrepreneurial ecosystems,Entrepreneurial ecosystems,Judith BEHRENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s421,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-S492,"Energy policy, sustainability & management","Energy policy, sustainability & management","Adel El Gammal (Coordinator)
                              
                                    , 
                                    Julien BLONDEAU
                              
                                                                  
                                             and                                                  
                                        
                                    Michel HUART",first term,5,,https://www.ulb.be/en/programme/gest-s492,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,LANG-H500,English for professional purposes,English for professional purposes,Alexander CORNFORD (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/lang-h500,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-F317,How To Make (almost) Any Experiment Using Digital Fabrication,How To Make (almost) Any Experiment Using Digital Fabrication,Denis TERWAGNE (Coordinator),first term,5,,https://www.ulb.be/en/programme/phys-f317,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PROJ-H421,Projet polydaire: expériences didactiques innovantes pour le secondaire,Projet polydaire: expériences didactiques innovantes pour le secondaire,Simon-Pierre GORZA (Coordinator),academic year,5,,https://www.ulb.be/en/programme/proj-h421,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-H514,Reliability and safety,Reliability and safety,Pierre-Etienne LABEAU (Coordinator),first term,3,,https://www.ulb.be/en/programme/phys-h514,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H412,Design and control of electrical machines,Design and control of electrical machines,Johan GYSELINCK (Coordinator),first term,4,,https://www.ulb.be/en/programme/elec-h412,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H543,Electric Power Systems II,Electric Power Systems II,Pierre HENNEAUX (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h543,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MATH-H410,Monte Carlo methods,Monte Carlo methods,"Pierre-Etienne LABEAU (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Matteo Zanetti",first term,3,,https://www.ulb.be/en/programme/math-h410,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MATH-H510,Risk-based methodologies for energy systems,Risk-based methodologies for energy systems,"Pierre-Etienne LABEAU (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Pierre HENNEAUX",second term,4,,https://www.ulb.be/en/programme/math-h510,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H532,Advanced internal combustion engines,Advanced internal combustion engines,Axel COUSSEMENT (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-h532,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-H408,"Operation, control and safety of nuclear systems","Operation, control and safety of nuclear systems","Pierre-Etienne LABEAU (Coordinator)
                              
                                    , 
                                    David FRESON
                              
                                                                  
                                             and                                                  
                                        
                                    Arnaud MEERT",second term,5,,https://www.ulb.be/en/programme/phys-h408,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-H527,Advanced reactor multi-physics,Advanced reactor multi-physics,"Pierre-Etienne LABEAU (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Matteo Zanetti",second term,5,,https://www.ulb.be/en/programme/phys-h527,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-H528,Nuclear fuel cycles and reactor technologies,Nuclear fuel cycles and reactor technologies,"Pierre-Etienne LABEAU (Coordinator)
                              
                                    , 
                                    Arnaud MEERT
                              
                                                                  
                                             and                                                  
                                        
                                    Matteo Zanetti",second term,5,,https://www.ulb.be/en/programme/phys-h528,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H508,Thermal power plants,Thermal power plants,"Marco Lubrano Lavadera (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Lukas Berger",second term,4,,https://www.ulb.be/en/programme/elec-h508,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H529,Electric traction,Electric traction,Omar HEGAZY (Coordinator),first term,3,,https://www.ulb.be/en/programme/elec-h529,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-H506,Energy policy and management,Energy policy and management,"Pierre HENNEAUX (Coordinator)
                              
                                    , 
                                    Adel El Gammal
                              
                                                                  
                                             and                                                  
                                        
                                    Benjamin GENET",first and second terms,5,,https://www.ulb.be/en/programme/gest-h506,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H414,Renewable energy technology,Renewable energy technology,"Johan GYSELINCK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Maarten Messagie",first term,4,,https://www.ulb.be/en/programme/meca-h414,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H524,Mechatronics 2,Mechatronics 2,Christophe COLLETTE (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-h524,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H533,Robotics II,Robotics II,"Tom Verstraten (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Ilias El Makrini",first term,4,,https://www.ulb.be/en/programme/meca-h533,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y5061,Manufacturing Technology I,Manufacturing Technology I,Herman TERRYN (Coordinator),first term,3,,https://www.ulb.be/en/programme/meca-y5061,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y5062,Manufacturing Technology 2,Manufacturing Technology 2,Tim BROECKHOVEN (Coordinator),second term,3,,https://www.ulb.be/en/programme/meca-y5062,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-H424,Active medical devices,Active medical devices,Antoine NONCLERCQ (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h424,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-Y501,Business Management and Entrepreneurship,Business Management and Entrepreneurship,Kevin De Moortel (Coordinator),first term,3,,https://www.ulb.be/en/programme/gest-y501,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H501,Soft microrobotics,Soft microrobotics,Pierre LAMBERT (Coordinator),academic year,5,,https://www.ulb.be/en/programme/meca-h501,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H525,Multibody mechanics,Multibody mechanics,Dirk LEFEBER (Coordinator),first term,3,,https://www.ulb.be/en/programme/meca-h525,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H537,Naval Robotics,Naval Robotics,Emanuele GARONE (Coordinator),second term,4,,https://www.ulb.be/en/programme/meca-h537,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-H538,Theory and Practice of Advanced Control,Theory and Practice of Advanced Control,"Emanuele GARONE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Paolo Falcone",second term,4,,https://www.ulb.be/en/programme/meca-h538,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y503,Case studies with composite materials,Case studies with composite materials,"Maarten Venmans (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Roel CALLEBAUT",academic year,3,,https://www.ulb.be/en/programme/meca-y503,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y501,Vehicle electronics,Vehicle electronics,"Peter VAN DEN BOSSCHE (Coordinator)
                              
                                    , 
                                    Valéry Ann JACOBS
                              
                                    , 
                                    Hichem SAHLI
                              
                                                                  
                                             and                                                  
                                        
                                    Leo VAN BIESEN",first term,6,,https://www.ulb.be/en/programme/elec-y501,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y504,Supply chain management,Supply chain management,Cathy MACHARIS (Coordinator),second term,6,,https://www.ulb.be/en/programme/elec-y504,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y508,Automotive standardization,Automotive standardization,Peter VAN DEN BOSSCHE (Coordinator),first term,3,,https://www.ulb.be/en/programme/elec-y508,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,ELEC-Y560,Operations Management,Operations Management,Philippe Lebeau (Coordinator),first term,6,,https://www.ulb.be/en/programme/elec-y560,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-Y500,Entrepreneurship,Contenu du cours,Thomas CRISPEELS (Coordinator),first term,3,,https://www.ulb.be/en/programme/gest-y500,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-Y502,Business Aspects of Technology: Factory of the Future,Business Aspects of Technology: Factory of the Future,Kevin De Moortel (Coordinator),first term,3,,https://www.ulb.be/en/programme/gest-y502,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,INFO-Y512,Machine Learning,Machine Learning,Ann NOWE (Coordinator),first term,6,,https://www.ulb.be/en/programme/info-y512,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,MECA-Y407,Technology of the aerospace industry,Technology of the aerospace industry,"Patrick HENDRICK (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Jan BOECKX",first and second terms,3,,https://www.ulb.be/en/programme/meca-y407,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,GEST-S565,Business Planning,Business Planning,Judith BEHRENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s565,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,PHYS-H407,Nuclear measurement techniques,Nuclear measurement techniques,Nicolas PAULY (Coordinator),second term,5,,https://www.ulb.be/en/programme/phys-h407,https://www.ulb.be/en/programme/m-iremr,True
MA-IREM,Electromechanical Engineering,DROI-C5174,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Julien CABAY (Coordinator),first term,5,,https://www.ulb.be/en/programme/droi-c5174,https://www.ulb.be/en/programme/m-iremr,True
