ProgramCode,Program,CourseCode,TitleEn,TitleFr,Instructors,Terms,Credits,Year,CourseURL,ProgramURL,Eligible
MA-IRAR,Architecture and Engineering,STAG-H501,Internship (60 days),Internship (10 ECTS),Frédéric ROBERT (Coordinator),first term,10,,https://www.ulb.be/en/programme/stag-h501,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,STAG-H506,Internship architectural engineering (40 working days),Internship architectural engineering (40 working days),Lincy PYL (Coordinator),first term,6,,https://www.ulb.be/en/programme/stag-h506,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,URBA-H500,Infrastructure and Mobility,Infrastructure and Mobility,Philippe BOUILLARD (Coordinator),second term,5,,https://www.ulb.be/en/programme/urba-h500,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,URBA-H5002,"Urban, envrironmental and construction law","Urban, envrironmental and construction law",Kim MORIC (Coordinator),second term,3,,https://www.ulb.be/en/programme/urba-h5002,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,BIME-G5505,Interfaculty and interdisciplinary program in Healthcare Innovation,Interfaculty and interdisciplinary program in Healthcare Innovation,Hilde STEVENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/bime-g5505,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,CHIM-H504,Engineering aspects of circular economy,Engineering aspects of circular economy,Prakash VENKATESAN (Coordinator),second term,5,,https://www.ulb.be/en/programme/chim-h504,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,DROI-C5174,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Julien CABAY (Coordinator),first term,5,,https://www.ulb.be/en/programme/droi-c5174,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,EDUC-H601,Summer School,Summer School,Johan GYSELINCK (Coordinator),academic year,5,,https://www.ulb.be/en/programme/educ-h601,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,ENVI-F405,Climat: sciences et politiques,Climat: sciences et politiques,"Julien VANDEBURIE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Frank PATTYN",second term,5,,https://www.ulb.be/en/programme/envi-f405,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,ENVI-F452,Environmental impact analysis and management,Environmental impact analysis and management,Wouter ACHTEN (Coordinator),first term,5,,https://www.ulb.be/en/programme/envi-f452,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,ENVI-F454,Energie: Société et environnement,Energie: Société et environnement,"Michel HUART (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Nadine MATTIELLI",first term,5,,https://www.ulb.be/en/programme/envi-f454,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-H501,Logistics Engineering and Management,Logistics Engineering and Management,Alassane Ballé NDIAYE (Coordinator),first term,5,,https://www.ulb.be/en/programme/gest-h501,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-H502,Supply Chain Performance Analytics,Supply Chain Performance Analytics,Alassane Ballé NDIAYE (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-h502,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-S101,Comptabilité financière,Comptabilité financière,"Sylvain Rousseau (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Maïka BERNAERTS",second term,5,,https://www.ulb.be/en/programme/gest-s101,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-S318,Introduction to theoretical finance,Introduction to theoretical finance,Laurent GHEERAERT (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s318,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-S492,"Energy policy, sustainability & management","Energy policy, sustainability & management","Adel El Gammal (Coordinator)
                              
                                    , 
                                    Julien BLONDEAU
                              
                                                                  
                                             and                                                  
                                        
                                    Michel HUART",first term,5,,https://www.ulb.be/en/programme/gest-s492,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,GEST-Y501,Business Management and Entrepreneurship,Business Management and Entrepreneurship,Kevin De Moortel (Coordinator),first term,3,,https://www.ulb.be/en/programme/gest-y501,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,LANG-H500,English for professional purposes,English for professional purposes,Alexander CORNFORD (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/lang-h500,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,PHYS-F317,How To Make (almost) Any Experiment Using Digital Fabrication,How To Make (almost) Any Experiment Using Digital Fabrication,Denis TERWAGNE (Coordinator),first term,5,,https://www.ulb.be/en/programme/phys-f317,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,PROJ-H421,Projet polydaire: expériences didactiques innovantes pour le secondaire,Projet polydaire: expériences didactiques innovantes pour le secondaire,Simon-Pierre GORZA (Coordinator),academic year,5,,https://www.ulb.be/en/programme/proj-h421,https://www.ulb.be/en/programme/ma-irar,True
MA-IRAR,Architecture and Engineering,STAG-H502,Internship (40 days),Internship (40 days),Lincy PYL (Coordinator),first term,6,,https://www.ulb.be/en/programme/stag-h502,https://www.ulb.be/en/programme/ma-irar,True
MA-IRCB,Biomedical Engineering,ELEC-H310,Digital electronics,Digital electronics,Dragomir MILOJEVIC (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h310,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H402,Analog electronics,Analog electronics,François QUITIN (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h402,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H424,Active medical devices,Active medical devices,Antoine NONCLERCQ (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h424,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H500,Image acquisition and processing,Image acquisition and processing,Olivier DEBEIR (Coordinator),first term,5,,https://www.ulb.be/en/programme/info-h500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H503,Orthopaedic Biomechanics,Orthopaedic Biomechanics,Bernardo INNOCENTI (Coordinator),second term,5,,https://www.ulb.be/en/programme/medi-h503,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,STAT-H400,Multivariate data analysis,Multivariate data analysis,Jennifer Dhont (Coordinator),first term,5,,https://www.ulb.be/en/programme/stat-h400,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-H406,Molecular biology and microbiology,Molecular biology and microbiology,"Anne OP DE BEECK (Coordinator)
                              
                                    , 
                                    Rachel DEPLUS
                              
                                                                  
                                             and                                                  
                                        
                                    Yvan De Launoit",first term,5,,https://www.ulb.be/en/programme/bime-h406,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-H407,Introduction to medical imaging and optical microscopy,Introduction to medical imaging and optical microscopy,"Olivier DEBEIR (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Simon-Pierre GORZA",first term,5,,https://www.ulb.be/en/programme/bime-h407,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-H408,Histology and neurophysiology,Histology and neurophysiology,"Karelle LEROY (Coordinator)
                              
                                    , 
                                    David GALL
                              
                                                                  
                                             and                                                  
                                        
                                    Serge SCHIFFMANN",first term,5,,https://www.ulb.be/en/programme/bime-h408,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-H409,Human Physiology,Human Physiology,"Nicolas BAEYENS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Gaël DEBOECK",second term,5,,https://www.ulb.be/en/programme/bime-h409,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H400,Medical Information Systems,Medical Information Systems,David WIKLER (Coordinator),second term,5,,https://www.ulb.be/en/programme/info-h400,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MECA-H409,Design methodology,Design methodology,Alain DELCHAMBRE (Coordinator),first term,5,,https://www.ulb.be/en/programme/meca-h409,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PROJ-H417,Projet coopération au développement / Development cooperation project,Projet coopération au développement / Development cooperation project,Antoine NONCLERCQ (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/proj-h417,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PROJ-H418,Hands-on learning: project manager (chef de projet),Hands-on learning: project manager (chef de projet),Péter BERKE (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/proj-h418,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PROJ-H419,Biomedical engineering project in image analysis,Biomedical engineering project in image analysis,Olivier DEBEIR (Coordinator),academic year,5,,https://www.ulb.be/en/programme/proj-h419,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEMO-H500,Master thesis in biomedical engineering,Master thesis in biomedical engineering,Bernardo INNOCENTI (Coordinator),academic year,20,,https://www.ulb.be/en/programme/memo-h500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PROJ-H500,Biomedical research and industry seminars,Biomedical research and industry seminars,Olivier DEBEIR (Coordinator),academic year,5,,https://www.ulb.be/en/programme/proj-h500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MECA-H501,Soft microrobotics,Soft microrobotics,Pierre LAMBERT (Coordinator),academic year,5,,https://www.ulb.be/en/programme/meca-h501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H504,"Design of Orthopaedic Medical Devices : biomechanics, design and regulation","Design of Orthopaedic Medical Devices : biomechanics, design and regulation",Bernardo INNOCENTI (Coordinator),first term,5,,https://www.ulb.be/en/programme/medi-h504,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H508,Fluid mechanics of the cardiovascular and pulmonary systems. From physiology to applications,Fluid mechanics of the cardiovascular and pulmonary systems. From physiology to applications,Benoît HAUT (Coordinator),first term,5,,https://www.ulb.be/en/programme/medi-h508,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H409,Digital architectures and design,Digital architectures and design,Dragomir MILOJEVIC (Coordinator),first term,5,,https://www.ulb.be/en/programme/elec-h409,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H410,Real-time computer systems,Real-time computer systems,François QUITIN (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h410,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H503,Artificial organs,Artificial organs,Antoine NONCLERCQ (Coordinator),second term,5,,https://www.ulb.be/en/programme/elec-h503,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MATH-H509,Biomedical robotics,Biomedical robotics,"Emanuele GARONE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Bernardo INNOCENTI",second term,5,,https://www.ulb.be/en/programme/math-h509,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H507,Lab on a chip for biomedical applications,Lab on a chip for biomedical applications,"Benoit SCHEID (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Gert DESMET",second term,5,,https://www.ulb.be/en/programme/medi-h507,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BINF-F401,Computational Methods for Functional Genomics,Computational Methods for Functional Genomics,Vincent DETOURS (Coordinator),second term,5,,https://www.ulb.be/en/programme/binf-f401,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H501,Pattern recognition and image analysis,Pattern recognition and image analysis,"Olivier DEBEIR (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Isabelle SALMON",second term,5,,https://www.ulb.be/en/programme/info-h501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H502,3D graphics in VR,3D graphics in VR,Daniele Bonatto (Coordinator),second term,5,,https://www.ulb.be/en/programme/info-h502,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H503,GPU computing,GPU computing,Daniele Bonatto (Coordinator),second term,5,,https://www.ulb.be/en/programme/info-h503,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H516,Visual Media Compression,Visual Media Compression,Gauthier LAFRUIT (Coordinator),first term,5,,https://www.ulb.be/en/programme/info-h516,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H401,"Radioprotection médicale, y compris les techniques de radiologie","Radioprotection médicale, y compris les techniques de radiologie",Patrick EMONTS (Coordinator),second term,2,,https://www.ulb.be/en/programme/medi-h401,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H506,Magnetic Resonance Imaging and Biomedical Nanotechnology,Magnetic Resonance Imaging and Biomedical Nanotechnology,"Gilles BRUYLANTS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Thierry METENS",second term,5,,https://www.ulb.be/en/programme/medi-h506,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MEDI-H502,Eléments de physique et chimie nucléaire,Eléments de physique et chimie nucléaire,Nicolas PAULY (Coordinator),first term,5,,https://www.ulb.be/en/programme/medi-h502,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H407,Nuclear measurement techniques,Nuclear measurement techniques,Nicolas PAULY (Coordinator),second term,5,,https://www.ulb.be/en/programme/phys-h407,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H409,Physical principles of magnetic resonance imaging,Physical principles of magnetic resonance imaging,Thierry METENS (Coordinator),second term,3,,https://www.ulb.be/en/programme/phys-h409,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H501,Introduction to medical physics,Introduction to medical physics,"Nicolas PAULY (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Stéphane SIMON",first term,3,,https://www.ulb.be/en/programme/phys-h501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H516,Physical aspects of radiation protection,Physical aspects of radiation protection,"Stéphane SIMON (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Nicolas PAULY",first term,3,,https://www.ulb.be/en/programme/phys-h516,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H518,"Radiobiology, biological and genetic effects of radiations","Radiobiology, biological and genetic effects of radiations","Nicolas PAULY (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Sébastien Penninckx",second term,1,,https://www.ulb.be/en/programme/phys-h518,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H519,Legal and regulatory aspects of radiation protection,Legal and regulatory aspects of radiation protection,Thibault VANAUDENHOVE (Coordinator),second term,1,,https://www.ulb.be/en/programme/phys-h519,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-H520,Effets médicaux de l'exposition aux rayonnements ionisants,Effets médicaux de l'exposition aux rayonnements ionisants,"Nicolas PAULY (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Philippe MARTINIVE",second term,1,,https://www.ulb.be/en/programme/phys-h520,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-G5505,Interfaculty and interdisciplinary program in Healthcare Innovation,Interfaculty and interdisciplinary program in Healthcare Innovation,Hilde STEVENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/bime-g5505,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-Y500,Regulatory affairs for medical devices,Regulatory affairs for medical devices,David Bouchez (Coordinator),second term,5,,https://www.ulb.be/en/programme/bime-y500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BIME-Y501,Clinical evaluation of medical devices,Clinical evaluation of medical devices,David Bouchez (Coordinator),first term,5,,https://www.ulb.be/en/programme/bime-y501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,BING-H5000,Introduction à la bioinformatique et à ses applications,Introduction à la bioinformatique et à ses applications,"Dimitri GILIS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Fabrizio PUCCI",first term,5,,https://www.ulb.be/en/programme/bing-h5000,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,CHIM-F4001,Rational drug design and PKPD modeling,Rational drug design and PKPD modeling,Jean-Christophe LELOUP (Coordinator),second term,5,,https://www.ulb.be/en/programme/chim-f4001,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H417,Communication networks : protocols and architectures,Communication networks : protocols and architectures,Jean-Michel DRICOT (Coordinator),first term,5,,https://www.ulb.be/en/programme/elec-h417,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-H516,Industrial Automation,Industrial Automation,Dragomir MILOJEVIC (Coordinator),first term,3,,https://www.ulb.be/en/programme/elec-h516,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ENVI-L4110,"Compartiments environnementaux, production, consommation et leurs impacts sur la santé","Compartiments environnementaux, production, consommation et leurs impacts sur la santé","Olivier VANDENBERG (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Valérie ROORYCK",second term,5,,https://www.ulb.be/en/programme/envi-l4110,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S423,IP Management and Technology Transfer (Chaire Solvay),IP Management and Technology Transfer (Chaire Solvay),Elise Petit (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s423,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H509,Geo-Spatial and web technologies,Geo-Spatial and web technologies,Mahmoud SAKR (Coordinator),second term,5,,https://www.ulb.be/en/programme/info-h509,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,INFO-H515,Big Data: Distributed Data Management and Scalable Analytics,Big Data: Distributed Data Management and Scalable Analytics,"Dimitrios SACHARIDIS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Gianluca BONTEMPI",second term,5,,https://www.ulb.be/en/programme/info-h515,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MATH-H503,Model-Based and Data-Driven Fault Detection and Isolation,Model-Based and Data-Driven Fault Detection and Isolation,Michel KINNAERT (Coordinator),second term,4,,https://www.ulb.be/en/programme/math-h503,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MECA-H411,Mechanical Vibrations,Mechanical Vibrations,"Arnaud DERAEMAEKER (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Wout Weijtjens",first term,5,,https://www.ulb.be/en/programme/meca-h411,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,STAG-H500,Internship (3 months),Internship (3 months),Frédéric ROBERT (Coordinator),first term,10,,https://www.ulb.be/en/programme/stag-h500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,MATH-F502,Imagerie et problèmes inverses,Imagerie et problèmes inverses,Ignace LORIS (Coordinator),second term,5,,https://www.ulb.be/en/programme/math-f502,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,CHIM-H504,Engineering aspects of circular economy,Engineering aspects of circular economy,Prakash VENKATESAN (Coordinator),second term,5,,https://www.ulb.be/en/programme/chim-h504,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,EDUC-H601,Summer School,Summer School,Johan GYSELINCK (Coordinator),academic year,5,,https://www.ulb.be/en/programme/educ-h601,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ELEC-Y514,Sustainability : an interdisciplinary Approach,Sustainability : an interdisciplinary Approach,"Cathy MACHARIS (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Waldo Galle",academic year,6,,https://www.ulb.be/en/programme/elec-y514,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ENVI-F405,Climat: sciences et politiques,Climat: sciences et politiques,"Julien VANDEBURIE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Frank PATTYN",second term,5,,https://www.ulb.be/en/programme/envi-f405,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ENVI-F452,Environmental impact analysis and management,Environmental impact analysis and management,Wouter ACHTEN (Coordinator),first term,5,,https://www.ulb.be/en/programme/envi-f452,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,ENVI-F454,Energie: Société et environnement,Energie: Société et environnement,"Michel HUART (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Nadine MATTIELLI",first term,5,,https://www.ulb.be/en/programme/envi-f454,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-H501,Logistics Engineering and Management,Logistics Engineering and Management,Alassane Ballé NDIAYE (Coordinator),first term,5,,https://www.ulb.be/en/programme/gest-h501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-H502,Supply Chain Performance Analytics,Supply Chain Performance Analytics,Alassane Ballé NDIAYE (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-h502,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S101,Comptabilité financière,Comptabilité financière,"Sylvain Rousseau (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Maïka BERNAERTS",second term,5,,https://www.ulb.be/en/programme/gest-s101,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S318,Introduction to theoretical finance,Introduction to theoretical finance,Laurent GHEERAERT (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s318,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S421,Entrepreneurial ecosystems,Entrepreneurial ecosystems,Judith BEHRENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s421,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S492,"Energy policy, sustainability & management","Energy policy, sustainability & management","Adel El Gammal (Coordinator)
                              
                                    , 
                                    Julien BLONDEAU
                              
                                                                  
                                             and                                                  
                                        
                                    Michel HUART",first term,5,,https://www.ulb.be/en/programme/gest-s492,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-Y501,Business Management and Entrepreneurship,Business Management and Entrepreneurship,Kevin De Moortel (Coordinator),first term,3,,https://www.ulb.be/en/programme/gest-y501,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,LANG-H500,English for professional purposes,English for professional purposes,Alexander CORNFORD (Coordinator),first and second terms,5,,https://www.ulb.be/en/programme/lang-h500,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PHYS-F317,How To Make (almost) Any Experiment Using Digital Fabrication,How To Make (almost) Any Experiment Using Digital Fabrication,Denis TERWAGNE (Coordinator),first term,5,,https://www.ulb.be/en/programme/phys-f317,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,PROJ-H421,Projet polydaire: expériences didactiques innovantes pour le secondaire,Projet polydaire: expériences didactiques innovantes pour le secondaire,Simon-Pierre GORZA (Coordinator),academic year,5,,https://www.ulb.be/en/programme/proj-h421,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,DROI-C5174,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Approche interdisciplinaire du droit de la propriété intellectuelle/Interdisciplinary Approach to In,Julien CABAY (Coordinator),first term,5,,https://www.ulb.be/en/programme/droi-c5174,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCB,Biomedical Engineering,GEST-S565,Business Planning,Business Planning,Judith BEHRENS (Coordinator),second term,5,,https://www.ulb.be/en/programme/gest-s565,https://www.ulb.be/en/programme/ma-ircb,True
MA-IRCN,Civil Engineering,ARCH-Y400,Design of concrete structures,Design of concrete structures,Sven DE SUTTER (Coordinator),first term,5,,https://www.ulb.be/en/programme/arch-y400,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,ARCH-Y405,Design of steel structures,Design of steel structures,Lincy PYL (Coordinator),first term,5,,https://www.ulb.be/en/programme/arch-y405,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H401,Prestressed concrete,Prestressed concrete,Stéphanie STAQUET (Coordinator),second term,3,,https://www.ulb.be/en/programme/cnst-h401,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H406,Geotechnical engineering,Geotechnical engineering,"Alessia Cuccurullo (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Pierre GERARD",first term,5,,https://www.ulb.be/en/programme/cnst-h406,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H418,Non linear modeling of materials and structures,Non linear modeling of materials and structures,Thierry J. MASSART (Coordinator),second term,4,,https://www.ulb.be/en/programme/cnst-h418,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H420,Dynamics of structures,Dynamics of structures,Arnaud DERAEMAEKER (Coordinator),second term,4,,https://www.ulb.be/en/programme/cnst-h420,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H421,Structural analysis and finite elements,Structural analysis and finite elements,"Péter BERKE (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Ellen Roels",first term,5,,https://www.ulb.be/en/programme/cnst-h421,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-Y400,Experimental techniques for characterization of construction materials,Experimental techniques for characterization of construction materials,Dimitrios ANGELIS (Coordinator),first term,4,,https://www.ulb.be/en/programme/cnst-y400,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-H422,Sustainability in construction,Sustainability in construction,Didier Snoeck (Coordinator),second term,4,,https://www.ulb.be/en/programme/cnst-h422,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,CNST-Y403,Digitalization in construction,Digitalization in construction,Rajan Dessai Filomeno Coelho (Coordinator),first term,4,,https://www.ulb.be/en/programme/cnst-y403,https://www.ulb.be/en/programme/ma-ircn,True
MA-IRCN,Civil Engineering,PROJ-H406,Design project in civil engineering,Design project in civil engineering,"Lincy PYL (Coordinator)
                              
                                                                  
                                             and                                                  
                                        
                                    Pierre GERARD",second term,9,,https://www.ulb.be/en/programme/proj-h406,https://www.ulb.be/en/programme/ma-ircn,True
